eye,40
brain,39
liver,38
retina,31
heart,29
hindbrain,25
somite,24
spinal cord,21
central nervous system,19
diencephalon,18
midbrain,18
optic tectum,18
muscle,18
epidermis,18
telencephalon,17
forebrain,17
testis,17
gill,17
kidney,16
ovary,16
pancreas,16
pectoral fin,16
neural tube,15
epiphysis,15
gut,15
pharyngeal arch 3-7 skeleton,15
musculature system,15
myotome,15
periderm,15
ventricular zone,14
neural plate,14
intestine,14
yolk syncytial layer,14
integument,13
otic vesicle,12
pectoral fin musculature,12
EVL,12
cerebellum,11
rhombomere,10
ventral region,10
immature eye,10
segmental plate,9
neuron,9
tail bud,9
fin,9
pharynx,9
neuromast,8
midbrain hindbrain boundary,8
neural keel,8
photoreceptor cell,8
neural rod,8
tegmentum,8
retinal photoreceptor layer,8
retinal cone cell,8
margin,7
nervous system,7
proliferative region,7
adaxial cell,7
otic placode,7
ventral mesoderm,7
lens,7
pronephric duct,7
notochord,7
intermediate cell mass of mesoderm,7
ectoderm,7
blood,7
trunk musculature,7
exocrine pancreas,7
periventricular grey zone,6
presumptive telencephalon,6
pharyngeal arch,6
optic vesicle,6
heart tube,6
yolk,6
fast muscle cell,6
neuroectoderm,5
rhombomere 4,5
hypothalamus,5
solid lens vesicle,5
vasculature,5
epiblast,5
hindbrain neural plate,5
basal plate midbrain region,5
head,5
hypophysis,5
swim bladder,5
paraxial mesoderm,5
intestinal bulb,5
dermis,5
peripheral olfactory organ,5
hatching gland,5
radial glial cell,4
ciliary marginal zone,4
hindbrain neural keel,4
dorsal telencephalon,4
presumptive diencephalon,4
peripheral region,4
Muller cell,4
retinal inner nuclear layer,4
lateral line system,4
anterior region,4
pronephros,4
artery,4
midbrain neural keel,4
alar plate midbrain region,4
olfactory placode,4
central region,4
post-vent region,4
neural crest,4
cardiovascular system,4
female organism,4
osteoblast,4
spleen,4
pectoral fin bud,4
mesoderm,4
hypochord,4
myoseptum,4
skeletal muscle,4
skeletal muscle cell,4
cephalic musculature,4
retinal outer nuclear layer,4
trigeminal ganglion,3
hypoblast,3
medial region,3
forebrain neural keel,3
tectal ventricle,3
posterior region,3
hindbrain neural rod,3
presumptive neural retina,3
cranial ganglion,3
endoderm,3
spinal cord neural tube,3
dorsal aorta,3
floor plate,3
caudal tuberculum,3
splanchnocranium,3
median fin fold,3
vein,3
pancreatic bud,3
rhombomere 1,3
primary neuron,3
posterior lateral line primordium,3
primary neuron hindbrain,3
olfactory epithelium,3
dorsal region,3
retinal ganglion cell layer,3
forerunner cell group,3
rhombomere 2,3
corpus cerebelli,3
nucleate erythrocyte,3
caudal fin,3
retinal rod cell,3
perichondrium,3
cleithrum,3
parasphenoid,3
ceratohyal cartilage,3
male organism,3
blastomere,3
anterior side,3
dorsal fin,3
tendon,3
fibroblast,3
ligament,3
lip,3
hepatocyte,3
sternohyoid,3
epidermal basal stratum,3
renal system,3
hypaxial myotome region,3
thalamus,2
ventral margin,2
neuroblast (sensu Vertebrata),2
torus semicircularis,2
adenohypophyseal placode,2
dorsal margin,2
trigeminal placode,2
intersegmental vessel,2
lateral mesoderm,2
intermediate mesoderm,2
medulla oblongata,2
ventral telencephalon,2
axial vasculature,2
optic primordium,2
thymus,2
tooth 4V,2
mesenchyme,2
pectoral fin cartilage,2
bulbus arteriosus,2
caudal fin skeleton,2
tooth 3V,2
tooth 5V,2
lens epithelium,2
blood vasculature,2
retinal pigmented epithelium,2
fin fold pectoral fin bud,2
protoneuromast,2
neuroblast,2
lateral region,2
posterior neural plate,2
anterior neural keel,2
presumptive ectoderm,2
presumptive neural plate,2
presumptive segmental plate,2
presumptive rhombomere 3,2
germ ring,2
optic cup,2
blood island,2
rhombomere 6,2
rhombomere 3,2
rhombomere 5,2
DEL,2
cranium,2
midbrain hindbrain boundary neural keel,2
mid intestine,2
posterior intestine,2
retinal neural layer,2
eye photoreceptor cell,2
opercle,2
Meckel's cartilage,2
immature gonad,2
ovarian follicle stage IV,2
frontal-parietal joint,2
common cardinal vein,2
ventral nucleus of ventral telencephalon,2
dorsal periventricular hypothalamus,2
anatomical region,2
extension,2
pronephric duct opening,2
presumptive blood,2
polster,2
apical ectodermal ridge dorsal fin,2
palatoquadrate cartilage,2
scale,2
ventral mandibular arch,2
epidermal superficial stratum,2
adipose tissue,2
intestinal epithelium,2
esophagus,2
epidermal cell,2
epithelium,2
glial cell,2
oocyte stage I,2
digestive system,2
oocyte,2
apical ectodermal ridge,2
hyohyoideus,2
keratinocyte,2
inner ear,2
photoreceptor outer segment layer,2
primitive heart tube,2
heart rudiment,2
trunk,2
pineal complex,2
slow muscle cell,2
endocrine system,2
bone element,2
barbel,2
olfactory bulb,2
head muscle,2
ventral side,2
erythroid lineage cell,2
sensory neuron,1
third ventricle,1
basal region,1
lateral recess,1
midbrain neural rod,1
forebrain midbrain boundary neural rod,1
secondary posterior lateral line primordium,1
inner limiting membrane,1
blood vessel endothelial cell,1
proneural cluster,1
Kupffer's vesicle,1
intermediate hypothalamus,1
caudal hypothalamic zone,1
preoptic area,1
thalamic eminence,1
regenerating fin,1
joint,1
fourth ventricle,1
lens placode,1
cardiac ventricle,1
atrium,1
median axial vein,1
floor plate spinal cord region,1
deep blastomere,1
thymus primordium,1
lateral semicircular canal,1
dental epithelium,1
primary motor neuron,1
statoacoustic (VIII) ganglion,1
tether cell,1
immature macula,1
motor neuron,1
medial margin,1
CNS neuron (sensu Vertebrata),1
postero-ventral region,1
immature hair cell anterior macula,1
Rohon-Beard neuron,1
otic lateral line neuromast,1
dorsal thalamus,1
interneuron,1
neuronal stem cell,1
presumptive brain,1
neurogenic placode,1
epibranchial field,1
cornea,1
posterior recess,1
epibranchial placode,1
macula utricle,1
granule cell,1
pronephric proximal straight tubule,1
pronephric proximal convoluted tubule,1
pronephric tubule,1
proximal region,1
ventricular system,1
ependymal cell,1
posterior cardinal vein,1
brainstem,1
neurohypophysis,1
fin bud,1
rhombomere 8,1
rhombomere 7,1
blastodisc,1
marginal blastomere,1
midbrain hindbrain boundary neural rod,1
retinal ganglion cell,1
anatomical structure,1
spinal cord neural rod,1
prechordal plate,1
cerebellar crest,1
hindbrain neural tube,1
amacrine cell,1
presumptive midbrain hindbrain boundary,1
midbrain hindbrain boundary neural plate,1
pneumatic duct,1
trunk vasculature,1
cranial blood vessel,1
pectoral artery,1
gill ionocyte,1
vH ionocyte,1
NaK ionocyte,1
blood cell,1
integument ionocyte,1
dorsal longitudinal anastomotic vessel,1
ionocyte,1
pancreas primordium,1
molecular layer valvula cerebelli,1
lateral floor plate,1
Bergmann glial cell,1
molecular layer corpus cerebelli,1
horizontal cell,1
anatomical surface,1
distal region,1
retinal inner plexiform layer,1
anatomical margin,1
cranial nerve II,1
optic fiber layer,1
basal surface,1
pro-T cell,1
notochordal ossification,1
presumptive rhombomere 4,1
pharyngeal arch 7,1
pharyngeal epithelium,1
chondroblast,1
tooth placode,1
presumptive rhombomere 7,1
somatic cell,1
ceratobranchial cartilage,1
