liver,26
eye,23
brain,19
yolk syncytial layer,19
macrophage,16
kidney,15
heart,15
blood,14
intestine,13
periderm,13
ovary,13
retina,12
epidermis,12
testis,12
gill,11
somite,10
EVL,9
blood island,9
gut,9
pharyngeal arch 3-7 skeleton,9
intermediate cell mass of mesoderm,8
pronephric duct,8
spleen,8
midbrain,8
optic tectum,8
hindbrain,8
spinal cord,8
diencephalon,8
telencephalon,8
integument,8
ventral wall of dorsal aorta,7
immature eye,7
neural tube,7
muscle,7
central nervous system,6
vein,6
myeloid cell,6
head,6
yolk,6
notochord,6
epiphysis,6
neural crest,6
mesoderm,5
ventral mesoderm,5
thymus,5
leukocyte,5
hematopoietic system,5
cardiovascular system,5
neural plate,5
pharyngeal arch,5
female organism,5
forebrain,5
retinal inner nuclear layer,5
ball,4
neutrophil,4
pronephros,4
granulocyte monocyte progenitor cell,4
anterior region,4
rostral blood island,4
anterior lateral plate mesoderm,4
trunk,4
head kidney,4
pectoral fin musculature,4
otic vesicle,4
musculature system,4
trigeminal ganglion,4
retinal ganglion cell layer,4
intestinal bulb,4
swim bladder,4
pancreas,4
lens,4
pectoral fin,4
periventricular grey zone,4
rhombomere,4
cerebellum,4
polster,3
artery,3
tail bud,3
lymphocyte,3
granulocyte,3
lateral plate mesoderm,3
common myeloid progenitor,3
posterior lateral mesoderm,3
myeloid lineage restricted progenitor cell,3
inner ear,3
ectoderm,3
neuron,3
hypophysis,3
cranial ganglion,3
midbrain neural keel,3
median fin fold,3
peripheral olfactory organ,3
alar plate midbrain region,3
hypothalamus,3
ventricular zone,3
pharynx,3
midbrain hindbrain boundary,3
extension,3
optic vesicle,3
cleithrum,3
osteoblast,3
ceratohyal cartilage,3
cranium,3
retinal outer nuclear layer,3
anterior axial hypoblast,2
axial vasculature,2
anatomical region,2
caudal hematopoietic tissue,2
post-vent region,2
posterior cardinal vein,2
posterior region,2
hematopoietic multipotent progenitor cell,2
microglial cell,2
ventral region,2
neuromast,2
erythroid lineage cell,2
posterior lateral plate mesoderm,2
dorsal aorta,2
presumptive blood,2
lateral mesoderm,2
epithelial cell,2
oocyte,2
tegmentum,2
mucus secreting cell,2
pronephric mesoderm,2
presumptive telencephalon,2
retinal ganglion cell,2
segmental plate,2
presumptive diencephalon,2
Rohon-Beard neuron,2
trigeminal placode,2
paraxial mesoderm,2
primordial germ cell,2
hindbrain neural plate,2
rhombomere 4,2
brain vasculature,2
adipose tissue,2
intestinal bulb primordium,2
fat cell,2
melanocyte,2
pigment cell,2
presumptive neural plate,2
retinal pigmented epithelium,2
fin,2
male organism,2
heart tube,2
visceral fat,2
dermis,2
opercle,2
dentary,2
palatoquadrate cartilage,2
splanchnocranium,2
branchiostegal ray 3,2
Meckel's cartilage,2
entopterygoid,2
myoseptum,2
tendon,2
fibroblast,2
parasphenoid,2
ligament,2
maxilla,2
perichondrium,2
otolith,2
mandibular arch skeleton,2
inner dental epithelium,2
frontal-parietal joint,2
odontoblast,2
gall bladder,2
neural keel,2
cerebellar crest,2
medulla oblongata,2
myotome,2
hepatocyte,2
caudal fin,2
retinal rod cell,2
eye photoreceptor cell,2
central region,2
apical ectodermal ridge,2
epidermal basal stratum,2
retinal photoreceptor layer,2
ventral side,2
T cell,1
monocyte,1
vitreous,1
hematopoietic cell,1
endoderm,1
pro-T cell,1
hematopoietic stem cell,1
myeloid leukocyte,1
cell,1
anterior side,1
thrombocyte,1
anterior lateral mesoderm,1
endothelial cell,1
mature neutrophil,1
common lymphoid progenitor,1
basal plate midbrain region,1
adaxial cell,1
posterior lateral line primordium,1
locus coeruleus,1
postoptic commissure,1
olfactory placode,1
epithalamus,1
lateral line primordium,1
motor neuron,1
lateral line system,1
forebrain neural keel,1
primitive olfactory epithelium,1
posterior lateral line placode,1
olfactory pit,1
dorsal habenular nucleus,1
rhombomere 6,1
horizontal myoseptum,1
rhombomere 5,1
Mauthner neuron,1
parapineal organ,1
neurogenic placode,1
habenula,1
pineal complex,1
optic cup,1
primary posterior lateral line primordium,1
protoneuromast,1
deep blastomere,1
cloaca,1
medial side,1
solid lens vesicle,1
liver primordium,1
intermediate mesoderm,1
digestive system,1
external yolk syncytial layer,1
hatching gland,1
thyroid primordium,1
thyroid follicle,1
blastoderm cell,1
blastodisc,1
unfertilized egg,1
xanthophore,1
endocrine pancreas,1
heart rudiment,1
ovarian follicle stage II,1
trunk musculature,1
ovarian follicle stage III,1
blastomere,1
ovarian follicle stage I,1
ovarian follicle stage IV,1
parachordal cartilage,1
scale,1
branchiostegal ray,1
portion of connective tissue,1
dermatocranium,1
ventral mandibular arch,1
ceratobranchial 5 tooth,1
floor plate,1
ventral fin fold,1
semicircular canal,1
fin fold pectoral fin bud,1
apical ectodermal ridge pectoral fin bud,1
lapillus,1
otic placode,1
sagitta,1
hypobranchial cartilage,1
posterior macula,1
scapulocoracoid,1
palatoquadrate arch,1
pectoral fin cartilage,1
pronephric distal early tubule,1
midbrain hindbrain boundary neural rod,1
dorsal region,1
anatomical structure,1
spinal cord neural rod,1
prechordal plate,1
hindbrain neural rod,1
spinal cord neural tube,1
hindbrain neural keel,1
epiblast,1
midbrain hindbrain boundary neural keel,1
neural rod,1
hindbrain neural tube,1
amacrine cell,1
presumptive midbrain hindbrain boundary,1
corpus cerebelli,1
midbrain hindbrain boundary neural plate,1
head mesenchyme,1
anterior lateral line ganglion,1
nucleus of the tract of the postoptic commissure,1
statoacoustic (VIII) ganglion,1
posterior lateral line ganglion,1
optic tract,1
chordo neural hinge,1
lens epithelium,1
horizontal cell,1
Muller cell,1
anatomical surface,1
retinal neural layer,1
distal region,1
retinal inner plexiform layer,1
anatomical margin,1
cranial nerve II,1
ciliary marginal zone,1
optic fiber layer,1
basal surface,1
neuroectoderm,1
cranial cartilage,1
connective tissue cell,1
sternohyoid,1
pterosphenoid,1
inter-frontal joint,1
pharyngeal arch 2,1
mesenchymal cell,1
primitive meninx,1
hyohyoideus,1
pectoral fin fold,1
keratinocyte,1
ventromedial thalamic nucleus,1
valvula cerebelli,1
parvocellular preoptic nucleus,1
epidermal cell,1
jaw row breeding tubercle,1
basal layer breeding tubercle,1
nervous system,1
dorsal telencephalon,1
radial glial cell,1
molecular layer valvula cerebelli,1
lateral floor plate,1
Bergmann glial cell,1
molecular layer corpus cerebelli,1
caudal tuberculum,1
proliferative region,1
apical ectodermal ridge dorsal fin,1
hypochord,1
common cardinal vein,1
urogenital papilla,1
apical ectodermal ridge pelvic fin bud,1
anal fin,1
immature gonad,1
gonad primordium,1
caudal fin skeleton,1
postcranial axial skeleton,1
oocyte stage II,1
oocyte stage I,1
epidermal superficial stratum,1
endocrine system,1
epithelium,1
embryonic structure,1
photoreceptor cell,1
presumptive neural retina,1
retinal cone cell,1
peripheral region,1
photoreceptor outer segment layer,1
vasculature,1
nucleate erythrocyte,1
