liver,43
brain,32
intestine,28
heart,26
eye,25
somite,23
intestinal bulb,22
gut,20
retina,20
yolk syncytial layer,19
muscle,19
myotome,19
gill,16
ovary,15
kidney,14
testis,14
musculature system,13
otic vesicle,11
spinal cord,11
diencephalon,11
pronephric duct,10
optic tectum,10
midbrain,10
hindbrain,10
pectoral fin,10
male organism,9
epiphysis,9
skeletal muscle,8
pectoral fin musculature,8
adaxial cell,8
neural tube,8
telencephalon,8
central nervous system,8
immature eye,7
epidermis,7
heart tube,7
pancreas,6
female organism,6
integument,6
retinal photoreceptor layer,6
peripheral olfactory organ,6
yolk,6
neuron,6
periderm,6
trunk musculature,6
fast muscle cell,6
spleen,5
neuromast,5
trunk,5
pharyngeal arch 3-7 skeleton,5
forebrain,5
cranial ganglion,5
segmental plate,5
retinal cone cell,5
intermediate cell mass of mesoderm,5
retinal inner nuclear layer,5
retinal outer nuclear layer,5
hypothalamus,4
olfactory placode,4
otic placode,4
sternohyoid,4
cephalic musculature,4
pronephros,4
periventricular grey zone,4
cerebellum,4
heart rudiment,4
midbrain hindbrain boundary,4
mesoderm,4
skeletal muscle cell,4
neural plate,4
caudal fin,4
pharyngeal arch,4
nervous system,4
rhombomere,4
head,4
retinal ganglion cell layer,4
retinal rod cell,4
photoreceptor cell,4
intestinal epithelium,3
mandibular arch skeleton,3
intestinal bulb primordium,3
lateral line system,3
alar plate midbrain region,3
notochord,3
EVL,3
primitive heart tube,3
inner ear,3
endoderm,3
hypophysis,3
ventral wall of dorsal aorta,3
trigeminal placode,3
post-vent region,3
tail bud,3
blastomere,3
neural keel,3
fin,3
paraxial mesoderm,3
trigeminal ganglion,3
cranium,3
optic vesicle,3
blood,3
ventral region,3
pronephric proximal straight tubule,2
pronephric proximal convoluted tubule,2
gut epithelium,2
blastoderm,2
pharyngeal arch 3-7,2
lip,2
swim bladder,2
olfactory bulb,2
renal system,2
esophagus,2
ventricular zone,2
oocyte,2
extraocular musculature,2
margin,2
endocrine system,2
ball,2
extension,2
gonad,2
lateral line,2
cranial nerve II,2
retinal ganglion cell,2
median fin fold,2
medulla oblongata,2
cerebellar crest,2
pharynx,2
glial cell,2
ventral mesoderm,2
prechordal plate,2
pectoral fin bud,2
oocyte stage I,2
slow muscle cell,2
hypaxial myotome region,2
gall bladder,2
hatching gland,2
cell,2
mesenchymal cell,2
head muscle,2
hyohyoideus,2
tegmentum,2
nucleus of the tract of the postoptic commissure,2
spinal cord neural tube,2
ceratohyal cartilage,2
cleithrum,2
osteoblast,2
posterior lateral mesoderm,2
inner dental epithelium,2
frontal-parietal joint,2
