periderm,39
epidermis,36
brain,36
retina,36
eye,34
liver,33
EVL,29
central nervous system,29
heart,28
somite,26
spinal cord,26
hindbrain,25
pharynx,24
myotome,21
peripheral olfactory organ,19
epiphysis,19
gill,18
pharyngeal arch 3-7 skeleton,18
otic vesicle,18
telencephalon,18
diencephalon,18
gut,17
pectoral fin,17
muscle,17
forebrain,16
ovary,15
midbrain,15
neural tube,15
pectoral fin musculature,14
yolk syncytial layer,14
testis,14
cranial ganglion,14
pharyngeal arch,13
lateral line system,13
integument,13
pancreas,13
pronephric duct,12
olfactory placode,12
kidney,12
musculature system,12
intestine,11
optic tectum,11
immature eye,11
notochord,10
tegmentum,10
neural plate,10
neuromast,9
intermediate cell mass of mesoderm,9
rhombomere,9
neuron,9
ventral region,8
fin,8
otic placode,8
retinal outer nuclear layer,8
trigeminal placode,8
adaxial cell,8
retinal ganglion cell layer,8
pectoral fin bud,7
head,7
blood,7
retinal inner nuclear layer,7
lens,7
optic vesicle,7
nervous system,7
mesoderm,7
retinal cone cell,7
retinal photoreceptor layer,7
tail bud,7
exocrine pancreas,7
hatching gland,6
basal plate midbrain region,6
solid lens vesicle,6
midbrain hindbrain boundary,6
trigeminal ganglion,6
neural rod,6
skeletal muscle,6
photoreceptor cell,6
fast muscle cell,6
trunk musculature,6
epidermal superficial stratum,5
blastomere,5
post-vent region,5
posterior lateral line primordium,5
hypothalamus,5
axis,5
cerebellum,5
heart tube,5
corneal epithelium,4
spleen,4
anterior lateral line placode,4
polster,4
cleithrum,4
olfactory bulb,4
posterior lateral line ganglion,4
dermis,4
myoseptum,4
median fin fold,4
epidermal basal stratum,4
ectoderm,4
ventral mesoderm,4
hypaxial myotome region,4
periventricular grey zone,4
hypochord,4
caudal fin,4
paraxial mesoderm,4
skeletal muscle cell,4
segmental plate,4
cephalic musculature,4
dorsal fin,3
olfactory epithelium,3
ball,3
inner ear,3
head mesenchyme,3
mouth,3
epidermal cell,3
pancreatic bud,3
floor plate,3
keratinocyte,3
pronephros,3
lip,3
renal system,3
ventricular zone,3
apical ectodermal ridge pectoral fin bud,3
fin fold pectoral fin bud,3
pectoral fin cartilage,3
mandibular arch skeleton,3
endocrine system,3
spinal cord neural tube,3
dorsal region,3
neural keel,3
cranium,3
amacrine cell,3
corpus cerebelli,3
anterior side,3
lateral line primordium,3
ceratohyal cartilage,3
osteoblast,3
blood island,3
primary neuron,3
rhombomere 3,3
retinal rod cell,3
sternohyoid,3
presumptive neural retina,3
female organism,3
yolk,3
ventral side,3
vasculature,3
erythroid lineage cell,3
nucleate erythrocyte,3
intestinal epithelium,2
vent,2
anal fin,2
superficial blastomere,2
pronephric distal late tubule,2
cloacal chamber,2
pronephric distal early tubule,2
proctodeum,2
pronephric duct opening,2
inter-frontal joint,2
mesenchymal cell,2
muscle cell,2
muscle pioneer,2
ovarian follicle stage II,2
ovarian follicle stage III,2
ovarian follicle stage I,2
ovarian follicle stage IV,2
otic epithelium,2
neuromast support cell,2
cell,2
bone element,2
barbel,2
corpuscles of Stannius,2
epithelium,2
embryonic structure,2
jaw row breeding tubercle,2
basal layer breeding tubercle,2
ventral mandibular arch,2
hematopoietic stem cell,2
scale,2
apical ectodermal ridge dorsal fin,2
lateral line,2
presumptive diencephalon,2
Kupffer's vesicle,2
axial vasculature,2
intestinal bulb,2
alar plate midbrain region,2
ciliary marginal zone,2
nucleus of the tract of the postoptic commissure,2
nucleus of the medial longitudinal fasciculus medulla oblongata,2
primary neuron hindbrain,2
forerunner cell group,2
hindbrain neural plate,2
statoacoustic (VIII) ganglion,2
Rohon-Beard neuron,2
pineal complex,2
photoreceptor outer segment layer,2
anatomical structure,2
prechordal plate,2
epiblast,2
maxilla,2
opercle,2
entopterygoid,2
otolith,2
dentary,2
posterior lateral mesoderm,2
inner dental epithelium,2
ventral wall of dorsal aorta,2
Meckel's cartilage,2
frontal-parietal joint,2
branchiostegal ray 3,2
odontoblast,2
presumptive segmental plate,2
margin,2
neural crest,2
swim bladder,2
rhombomere 5,2
horizontal cell,2
Muller cell,2
eye photoreceptor cell,2
central region,2
palatoquadrate cartilage,2
splanchnocranium,2
tendon,2
fibroblast,2
parasphenoid,2
ligament,2
perichondrium,2
