eye,24
liver,19
heart,16
retina,15
brain,15
epidermis,13
muscle,12
myotome,12
somite,11
musculature system,11
periderm,10
integument,10
yolk syncytial layer,9
EVL,9
testis,9
epiphysis,9
pectoral fin,8
pectoral fin musculature,8
gill,8
retinal cone cell,8
ventral region,7
photoreceptor cell,7
retinal photoreceptor layer,7
fin,6
ovary,6
gut,6
blood,6
retinal outer nuclear layer,6
neuron,5
midbrain,5
intestine,5
trunk musculature,5
hypophysis,5
otic vesicle,4
hindbrain,4
olfactory epithelium,4
dermis,4
myoseptum,4
pharyngeal arch 3-7 skeleton,4
pharynx,4
heart tube,4
pancreas,4
fast muscle cell,4
adaxial cell,4
retinal inner nuclear layer,3
notochord,3
spinal cord,3
central nervous system,3
diencephalon,3
pineal complex,3
neural tube,3
pronephric duct,3
ligament,3
fibroblast,3
tendon,3
osteoblast,3
pharyngeal arch,3
median fin fold,3
male organism,3
hepatocyte,3
yolk,3
intestinal bulb,3
kidney,3
epidermal basal stratum,3
renal system,3
skeletal muscle,3
cephalic musculature,3
exocrine pancreas,3
skeletal muscle cell,3
retinal rod cell,3
vasculature,3
erythroid lineage cell,3
intermediate cell mass of mesoderm,3
nucleate erythrocyte,3
trigeminal placode,2
primary neuron,2
cranial ganglion,2
cerebellum,2
hypothalamus,2
forebrain,2
olfactory placode,2
neural plate,2
nervous system,2
telencephalon,2
primary neuron hindbrain,2
retinal ganglion cell layer,2
peripheral olfactory organ,2
medial region,2
blastomere,2
immature eye,2
presumptive neural retina,2
neural crest,2
glial cell,2
polster,2
epidermal superficial stratum,2
cleithrum,2
palatoquadrate cartilage,2
scale,2
splanchnocranium,2
parasphenoid,2
ceratohyal cartilage,2
perichondrium,2
hypochord,2
epidermal cell,2
artery,2
spleen,2
caudal fin,2
sternohyoid,2
apical ectodermal ridge,2
hyohyoideus,2
keratinocyte,2
inner ear,2
ball,2
primitive heart tube,2
heart rudiment,2
swim bladder,2
olfactory bulb,2
bone element,2
lip,2
barbel,2
slow muscle cell,2
myeloid cell,2
hypaxial myotome region,2
post-vent region,2
trunk,2
red sensitive photoreceptor cell,2
endocrine system,2
green sensitive photoreceptor cell,2
head muscle,2
segmental plate,2
photoreceptor outer segment layer,2
female organism,2
ventral side,2
posterior lateral plate mesoderm,2
blood island,2
ventral telencephalon,1
Rohon-Beard neuron,1
trigeminal ganglion,1
middle lateral line ganglion,1
amacrine cell,1
rhombomere,1
apical region,1
neural keel,1
vagal ganglion 1,1
trigeminal sensory neuron,1
vagal ganglion 3,1
midbrain neural keel,1
neuronal stem cell,1
glossopharyngeal ganglion,1
habenula,1
vagal ganglion 4,1
spinal cord neural tube,1
rhombomere 5,1
trigeminal neural crest,1
neuroectoderm,1
hindbrain neural plate,1
neuroblast,1
superior cervical ganglion,1
dorsal habenular nucleus,1
presumptive neural plate,1
facial ganglion,1
statoacoustic (VIII) ganglion,1
dorsal anterior lateral line ganglion,1
CNS neuron (sensu Vertebrata),1
primary interneuron,1
thalamus,1
posterior lateral line ganglion,1
primary motor neuron,1
sympathetic nervous system,1
retinal ganglion cell,1
epibranchial placode,1
rhombomere 3,1
ventral thalamus,1
enteric nervous system,1
vagal ganglion,1
posterior region,1
vagal ganglion 2,1
rhombomere 4,1
midbrain hindbrain boundary,1
enteric neuron,1
