liver,76
yolk syncytial layer,38
intestine,19
myotome,14
gut,13
heart,13
intestinal bulb,12
brain,12
muscle,11
gill,10
somite,10
eye,9
pronephric duct,9
ovary,8
retina,8
blood,7
kidney,7
yolk,7
pancreas,7
pectoral fin musculature,7
lens,6
immature eye,6
testis,5
male organism,5
hepatocyte,5
notochord,5
midbrain,5
alar plate midbrain region,5
optic tectum,5
periderm,4
pronephros,4
pectoral fin,4
female organism,4
solid lens vesicle,4
spleen,4
diencephalon,4
adaxial cell,4
fin,3
ball,3
trunk musculature,3
heart tube,3
heart rudiment,3
cerebellum,3
neural plate,3
intermediate cell mass of mesoderm,3
musculature system,3
mesoderm,3
glial cell,3
pharyngeal arch 3-7 skeleton,3
telencephalon,3
otic vesicle,3
endocrine system,2
EVL,2
epidermis,2
central nervous system,2
median fin fold,2
swim bladder,2
gonad,2
neural crest,2
hindbrain,2
ventral mesoderm,2
oocyte stage IV,2
segmental plate,2
oocyte stage III,2
oocyte stage I,2
neuron,2
digestive system,2
neural tube,2
oocyte,2
primitive heart tube,2
inner ear,2
integument,2
blastomere,2
optic vesicle,2
intestinal bulb primordium,2
spinal cord,2
vasculature,2
erythroid lineage cell,2
nucleate erythrocyte,2
lapillus,1
DEL,1
blastoderm,1
renal system,1
margin,1
extension,1
axis,1
polster,1
lateral line system,1
mucus secreting cell,1
hepatic duct,1
liver primordium,1
epidermal superficial stratum,1
visceral fat,1
ventromedial thalamic nucleus,1
valvula cerebelli,1
periventricular grey zone,1
medulla oblongata,1
cerebellar crest,1
parvocellular preoptic nucleus,1
post-vent region,1
otolith,1
optic cup,1
anterior neural tube,1
hindbrain neural plate,1
lateral region,1
vein,1
artery,1
cardiovascular system,1
forebrain,1
skeletal muscle,1
myocardium,1
intestinal epithelium,1
enteroendocrine cell,1
bulbus arteriosus,1
smooth muscle cell,1
retinal cone cell,1
outer limiting membrane,1
gut epithelium,1
simple columnar epithelial cell,1
floor plate,1
scale,1
neuromast,1
ovarian follicle,1
ventral side,1
posterior intestine,1
mid intestine,1
pigment cell,1
pharynx,1
head mesenchyme,1
anatomical structure,1
olfactory bulb,1
head,1
optic stalk,1
tail bud,1
endoderm,1
neural keel,1
paraxial mesoderm,1
ventricular zone,1
dermis,1
mandibular arch skeleton,1
inner dental epithelium,1
cleithrum,1
caudal fin,1
frontal-parietal joint,1
cranial cartilage,1
connective tissue cell,1
ceratohyal cartilage,1
sternohyoid,1
osteoblast,1
pterosphenoid,1
apical ectodermal ridge,1
inter-frontal joint,1
pharyngeal arch 2,1
ligament,1
fibroblast,1
mesenchymal cell,1
primitive meninx,1
splanchnocranium,1
hyohyoideus,1
palatoquadrate cartilage,1
pectoral fin fold,1
odontoblast,1
keratinocyte,1
epidermal basal stratum,1
myoseptum,1
tendon,1
parasphenoid,1
perichondrium,1
retinal outer nuclear layer,1
epiphysis,1
retinal inner nuclear layer,1
hematopoietic cell,1
posterior lateral plate mesoderm,1
presumptive blood,1
blood island,1
